,ID,Sex,Age,âÒìöéûä‘,15çŒÇ‹Ç≈ÇÃåß,15çŒÇ‹Ç≈ÇÃínàÊ,15çŒÇ‹Ç≈ÇÃìåêº,ç°èZÇÒÇ≈Ç¢ÇÈåß,ç°èZÇÒÇ≈Ç¢ÇÈínàÊ,ç°èZÇÒÇ≈Ç¢ÇÈìåêº,ç°Ç∆êÃÇ™àÍèè=0,0:Ç¶Ç—,1:åäéq,2:Ç‹ÇÆÇÎ,3:Ç¢Ç©,4:Ç§Ç…,5:Ç¢Ç≠ÇÁ,6:ã éq,7:Ç∆ÇÎ,8:ìSâŒä™,9:Ç©Ç¡Çœä™,è„à 3ÉlÉ^ÇÃÇ±Ç¡ÇƒÇËïΩãœ,è„à 3ÉlÉ^ÇÃÇ∫Ç¢ÇΩÇ≠ïΩãœ
1268,9555,1,1,241,29,6,1,29,6,1,0,4,3,7,5,1,6,9,2,8,10,0.763761,3.255065
1269,5385,0,3,276,13,3,0,14,3,0,1,8,9,1,5,4,3,7,2,6,10,1.195429,3.018514
1270,8397,1,2,219,2,1,0,2,1,0,0,1,10,6,4,2,3,7,5,9,8,1.602298,2.607022
1271,3371,0,3,301,18,5,0,11,3,0,1,6,9,2,4,7,3,8,1,5,10,1.195429,3.018514
1272,5245,0,1,224,41,9,1,41,9,1,0,6,4,8,7,1,2,10,3,5,9,0.87659,3.489366
1273,8004,1,2,334,26,6,1,26,6,1,0,1,3,10,6,5,2,4,9,8,7,1.640078,2.175414
1274,8791,1,1,316,30,7,1,30,7,1,0,2,3,10,5,1,4,6,7,9,8,1.489469,2.37272
1275,9936,1,0,285,11,3,0,11,3,0,0,6,3,5,7,1,2,10,4,8,9,1.001433,2.658368
1276,1432,1,1,168,18,5,0,18,5,0,0,6,8,2,1,5,4,10,9,3,7,2.235031,1.656571
1277,8518,1,1,270,46,10,1,46,10,1,0,9,8,1,2,10,7,6,5,3,4,2.235031,1.656571
1278,9389,1,5,673,8,3,0,11,3,0,1,6,9,3,5,2,4,8,1,7,10,1.044819,3.21582
1279,9472,1,1,276,16,3,0,28,6,1,1,6,2,8,5,3,4,7,1,9,10,0.763761,3.255065
1280,3953,0,4,256,29,6,1,29,6,1,0,1,3,2,9,10,6,8,5,4,7,1.808307,1.901868
1281,8924,1,0,185,7,2,0,7,2,0,0,5,8,4,6,10,1,3,2,7,9,1.394933,2.737762
1282,8393,1,2,204,39,9,1,39,9,1,0,9,5,4,8,2,3,6,1,7,10,0.87659,3.489366
1283,5869,0,3,206,26,6,1,26,6,1,0,4,6,2,9,3,5,1,7,8,10,1.650224,2.064825
1284,4333,0,2,330,13,3,0,13,3,0,0,10,5,3,8,6,2,4,1,7,9,1.195429,3.018514
1285,3105,0,3,603,18,5,0,18,5,0,0,8,4,7,2,5,6,10,3,1,9,1.82913,2.526814
1286,4367,0,5,481,2,1,0,2,1,0,0,8,6,2,4,9,7,10,1,3,5,1.522849,2.646672
1287,1546,0,2,222,13,3,0,14,3,0,1,7,10,2,6,3,4,8,1,5,9,1.044819,3.21582
1288,8819,1,2,429,39,9,1,39,9,1,0,5,4,7,9,2,1,10,3,6,8,0.87659,3.489366
1289,1128,0,4,306,13,3,0,13,3,0,0,5,6,2,7,3,8,4,1,9,10,1.044819,3.21582
1290,9230,1,2,337,19,5,0,19,5,0,0,4,9,2,7,10,8,3,1,5,6,1.563162,2.464216
1291,3527,0,2,216,11,3,0,13,3,0,1,5,7,4,6,1,3,9,2,8,10,0.87659,3.489366
1292,9970,1,1,241,13,3,0,13,3,0,0,5,3,9,7,4,2,10,1,6,8,0.914371,3.057759
1293,6621,0,3,216,17,4,0,14,3,0,1,5,1,7,6,2,4,9,3,8,10,0.763761,3.255065
1294,9679,1,1,301,29,6,1,29,6,1,0,1,2,7,3,9,6,5,8,4,10,2.114588,1.78201
1295,3509,0,2,195,0,0,0,0,0,0,0,6,1,2,3,10,8,7,4,5,9,1.794781,1.794112
1296,1578,0,2,464,25,6,1,25,6,1,0,6,7,5,8,1,3,9,2,4,10,0.87659,3.489366
1297,9303,1,1,337,12,3,0,12,3,0,0,7,8,2,6,10,9,5,1,4,3,2.01732,2.46006
1298,4669,0,2,288,17,4,0,17,4,0,0,2,3,5,6,10,7,4,1,8,9,1.402406,2.772111
1299,3109,0,3,283,43,9,1,39,9,1,1,4,8,6,5,1,3,9,2,7,10,0.87659,3.489366
1300,3361,0,1,274,25,6,1,25,6,1,0,3,8,1,7,10,2,9,6,4,5,1.921137,2.136169
1301,1007,0,1,273,29,6,1,18,5,0,1,8,4,7,6,3,2,9,1,5,10,0.87659,3.489366
1302,8967,1,2,378,2,1,0,4,1,0,1,9,1,4,6,10,3,7,2,5,8,0.914371,3.057759
1303,8963,1,1,190,18,5,0,18,5,0,0,1,7,5,10,3,4,8,2,6,9,1.364625,3.203719
1304,3531,0,2,360,37,8,1,37,8,1,0,7,8,6,1,2,3,10,4,9,5,1.588772,2.499265
1305,1633,1,1,274,29,6,1,29,6,1,0,10,1,2,7,6,5,8,3,4,9,1.082599,2.784213
1306,8129,1,1,261,15,4,0,15,4,0,0,3,6,2,5,1,9,8,7,10,4,1.770527,2.333475
1307,4531,0,2,324,14,3,0,13,3,0,1,5,8,4,7,3,2,10,1,6,9,0.87659,3.489366
1308,10081,1,2,368,20,2,0,20,2,0,0,2,5,9,3,1,4,7,6,10,8,2.076807,2.213618
1309,1428,0,1,316,43,9,1,4,1,0,1,6,7,3,5,1,2,8,4,10,9,1.282492,2.619123
1310,1852,1,1,536,38,8,1,38,8,1,0,5,8,1,3,10,9,2,4,6,7,2.275344,1.474115
1311,4537,0,2,224,14,3,0,14,3,0,0,4,5,8,10,2,7,6,1,3,9,1.204011,3.117524
1312,1557,1,1,234,25,6,1,25,6,1,0,7,8,4,6,2,3,10,1,5,9,0.87659,3.489366
1313,4949,0,1,258,7,2,0,7,2,0,0,3,2,7,1,10,5,9,4,8,6,2.114588,1.78201
1314,1130,0,3,280,18,5,0,23,6,1,1,8,2,4,1,5,6,10,3,7,9,1.38888,2.664355
1315,1698,1,3,581,18,5,0,12,3,0,1,10,9,5,2,8,1,6,3,4,7,1.501709,2.898656
1316,1109,1,2,420,13,3,0,11,3,0,1,6,5,4,8,3,2,7,1,9,10,0.87659,3.489366
1317,5825,0,3,253,26,6,1,26,6,1,0,8,4,3,5,1,6,10,2,9,7,1.044819,3.21582
1318,6977,0,3,248,13,3,0,14,3,0,1,8,3,6,10,9,2,4,1,7,5,0.914371,3.057759
1319,1122,0,3,222,14,3,0,14,3,0,0,6,8,3,5,2,4,10,1,7,9,1.044819,3.21582
1320,8886,1,2,361,8,3,0,14,3,0,1,8,5,3,7,9,2,6,1,4,10,1.195429,3.018514
1321,8450,1,3,238,14,3,0,14,3,0,0,3,8,1,4,9,10,7,5,2,6,2.248557,1.764327
1322,4121,0,2,215,16,3,0,16,3,0,0,7,5,2,8,10,3,4,1,6,9,1.195429,3.018514
1323,5397,0,1,260,29,6,1,29,6,1,0,9,5,3,4,2,6,10,1,7,8,1.044819,3.21582
1324,9143,1,1,186,24,5,0,14,3,0,1,2,3,5,4,10,9,8,1,7,6,1.402406,2.772111
1325,9113,1,2,327,26,6,1,26,6,1,0,3,6,5,9,4,1,10,2,7,8,1.515235,3.006412
1326,9270,1,2,823,19,5,0,18,5,0,1,5,3,8,4,10,9,1,6,7,2,2.341668,1.348309
1327,1895,1,0,298,18,5,0,18,5,0,0,4,9,2,7,10,6,5,1,3,8,1.522849,2.646672
1328,5049,0,3,415,26,6,1,26,6,1,0,10,4,3,8,2,5,7,1,6,9,1.044819,3.21582
1329,3765,0,3,336,36,8,1,36,8,1,0,2,5,4,3,1,10,9,6,8,7,2.076807,2.213618
1330,4219,0,2,244,14,3,0,14,3,0,0,8,4,10,6,1,3,5,2,9,7,0.87659,3.489366
1331,7023,0,1,292,25,6,1,14,3,0,1,7,5,3,8,4,10,9,1,2,6,1.522849,2.646672
1332,4053,0,3,370,16,3,0,13,3,0,1,6,4,5,2,3,8,9,1,7,10,1.3511,3.095963
1333,9166,1,2,171,11,3,0,11,3,0,0,5,4,9,6,1,3,8,2,7,10,0.87659,3.489366
1334,8884,1,2,513,13,3,0,13,3,0,0,7,3,1,8,10,9,6,4,2,5,1.647692,1.815673
1335,6417,0,1,239,27,6,1,13,3,0,1,2,3,7,5,1,4,9,8,6,10,1.489469,2.37272
1336,3325,0,3,267,13,3,0,36,8,1,1,4,5,7,6,1,2,8,3,9,10,0.87659,3.489366
1337,9564,1,1,183,40,9,1,40,9,1,0,7,6,2,8,9,10,5,1,3,4,1.522849,2.646672
1338,3125,0,4,378,23,6,1,23,6,1,0,3,1,5,9,4,6,7,2,8,10,1.402406,2.772111
1339,8810,1,1,191,26,6,1,25,6,1,1,3,9,6,5,10,2,8,1,4,7,1.515235,3.006412
1340,5789,0,2,252,12,3,0,12,3,0,0,2,5,1,10,7,3,6,4,8,9,1.921137,2.136169
1341,8471,1,1,250,13,3,0,13,3,0,0,5,9,3,6,8,1,2,10,4,7,1.800834,1.867518
1342,8557,1,2,300,35,8,1,14,3,0,1,1,4,2,3,7,8,6,5,9,10,2.395646,1.742765
1343,8052,1,2,189,10,3,0,10,3,0,0,3,5,8,4,1,2,9,10,7,6,1.602298,2.607022
1344,5055,0,3,411,0,0,0,0,0,0,0,2,8,3,1,5,6,9,4,7,10,2.395646,1.742765
1345,8461,1,2,342,13,3,0,12,3,0,1,4,10,3,7,2,5,8,1,6,9,1.044819,3.21582
1346,6783,0,0,363,25,6,1,25,6,1,0,8,2,5,4,1,7,6,3,9,10,0.763761,3.255065
1347,1539,1,3,399,14,3,0,14,3,0,0,7,1,5,3,9,10,2,8,6,4,1.994285,1.513359
1348,6275,0,0,463,13,3,0,13,3,0,0,3,4,5,6,7,8,1,2,9,10,1.882968,2.452114
1349,1429,0,1,204,31,7,1,35,8,1,1,5,6,7,8,2,4,9,1,3,10,1.204011,3.117524
1350,9024,1,2,333,37,8,1,26,6,1,1,1,5,10,4,9,3,7,8,6,2,2.574799,1.851261
1351,7229,0,1,321,13,3,0,12,3,0,1,8,3,5,7,10,2,6,1,4,9,0.914371,3.057759
1352,4471,0,3,288,34,7,1,11,3,0,1,1,4,7,5,3,10,8,2,6,9,1.364625,3.203719
1353,10124,1,1,282,12,3,0,12,3,0,0,6,7,4,9,8,1,2,3,5,10,1.394933,2.737762
1354,8996,1,2,374,12,3,0,14,3,0,1,8,6,4,7,2,3,10,1,5,9,0.87659,3.489366
1355,7187,0,0,272,39,9,1,39,9,1,0,2,1,6,5,7,8,10,4,9,3,2.46197,1.61696
1356,4093,0,2,266,11,3,0,13,3,0,1,5,3,4,6,2,7,9,1,8,10,0.763761,3.255065
1357,5941,0,3,236,13,3,0,13,3,0,0,6,10,3,8,1,5,9,2,4,7,1.044819,3.21582
1358,1999,0,3,256,34,7,1,31,7,1,1,4,6,2,3,10,8,5,1,9,7,1.669938,2.62511
1359,3749,0,1,226,11,3,0,11,3,0,0,2,4,10,3,1,5,9,8,6,7,2.076807,2.213618
1360,1037,1,2,322,14,3,0,11,3,0,1,6,2,3,7,10,5,8,1,4,9,1.082599,2.784213
1361,5141,0,3,259,14,3,0,12,3,0,1,7,3,8,4,1,5,10,2,6,9,0.763761,3.255065
1362,7059,0,1,187,29,6,1,29,6,1,0,2,1,6,5,8,9,3,4,7,10,2.007811,1.621115
1363,8974,1,2,394,13,3,0,13,3,0,0,7,10,2,4,3,5,8,1,6,9,1.044819,3.21582
1364,9144,1,1,255,11,3,0,11,3,0,0,9,3,2,10,1,4,8,7,5,6,1.169662,2.384822
1365,9343,1,2,225,22,2,0,26,6,1,1,3,6,5,7,1,2,8,4,9,10,1.602298,2.607022
1366,6091,0,2,170,39,9,1,42,9,1,1,1,2,5,4,10,9,6,7,3,8,1.967499,1.803572
1367,10041,1,2,263,26,6,1,26,6,1,0,10,7,2,5,1,9,6,3,4,8,1.044819,3.21582
1368,8473,1,2,464,14,3,0,14,3,0,0,6,3,7,10,4,1,8,2,5,9,0.914371,3.057759
1369,9185,1,0,430,34,7,1,34,7,1,0,2,5,4,1,10,9,8,3,7,6,1.989744,2.613009
1370,1245,1,1,249,29,6,1,29,6,1,0,2,8,10,4,7,1,6,3,5,9,1.515235,3.006412
1371,1794,1,1,268,11,3,0,11,3,0,0,8,6,2,10,7,4,5,1,3,9,1.522849,2.646672
1372,1849,1,0,371,30,7,1,30,7,1,0,9,6,4,8,10,3,7,5,2,1,2.414185,1.765067
1373,1672,0,4,256,26,6,1,13,3,0,1,6,8,4,2,3,5,9,1,7,10,1.3511,3.095963
1374,9999,1,2,495,2,1,0,14,3,0,1,6,8,3,4,1,5,9,2,7,10,1.044819,3.21582
1375,9414,1,2,294,29,6,1,29,6,1,0,3,7,5,2,10,4,8,1,6,9,1.989744,2.613009
1376,7249,0,2,788,46,10,1,46,10,1,0,3,8,5,7,1,4,9,2,6,10,1.364625,3.203719
1377,6287,0,4,665,29,6,1,29,6,1,0,6,8,5,7,4,2,10,1,3,9,1.35462,2.920218
1378,8928,1,2,316,0,0,0,29,6,1,1,1,7,5,6,2,3,10,4,8,9,1.602298,2.607022
1379,8046,1,2,219,31,7,1,14,3,0,1,2,3,10,6,8,1,5,9,7,4,1.640078,2.175414
1380,1520,1,1,429,25,6,1,23,6,1,1,4,9,7,3,2,1,8,5,6,10,1.588772,2.499265
1381,8463,1,1,267,19,5,0,19,5,0,0,1,4,7,10,8,9,2,6,5,3,2.942532,1.296962
1382,9757,1,3,367,13,3,0,13,3,0,0,9,8,6,10,4,3,7,1,5,2,1.849092,2.733606
1383,10107,1,2,341,18,5,0,19,5,0,1,6,2,5,10,7,4,9,1,3,8,1.241791,2.685917
1384,1941,1,2,417,12,3,0,12,3,0,0,4,1,2,7,10,5,8,3,6,9,1.082599,2.784213
1385,1842,0,3,313,0,0,0,0,0,0,0,10,5,6,4,1,2,8,3,7,9,0.87659,3.489366
1386,3267,0,2,233,8,3,0,8,3,0,0,5,8,3,7,10,2,4,1,6,9,1.195429,3.018514
1387,9356,1,2,372,18,5,0,19,5,0,1,3,4,5,9,1,6,8,2,7,10,1.364625,3.203719
1388,1517,1,4,489,13,3,0,14,3,0,1,4,10,8,3,1,5,6,2,7,9,1.3511,3.095963
1389,6881,0,2,305,14,3,0,14,3,0,0,5,4,3,6,2,10,7,1,8,9,1.044819,3.21582
1390,1838,0,2,261,32,7,1,26,6,1,1,10,7,4,6,3,2,5,1,8,9,0.87659,3.489366
1391,9544,1,1,237,7,2,0,7,2,0,0,6,3,4,10,1,8,9,2,5,7,0.763761,3.255065
1392,8271,1,2,346,13,3,0,13,3,0,0,3,9,5,8,10,1,6,2,4,7,1.515235,3.006412
1393,4743,0,2,450,29,6,1,29,6,1,0,6,3,10,8,4,5,7,1,2,9,1.241791,2.685917
1394,4227,0,2,353,3,1,0,3,1,0,0,10,8,4,3,1,5,6,2,7,9,1.3511,3.095963
1395,8048,1,3,266,8,3,0,13,3,0,1,2,7,1,4,10,9,5,8,3,6,2.248557,1.764327
1396,4973,0,3,248,13,3,0,13,3,0,0,6,7,4,8,1,3,9,2,5,10,0.87659,3.489366
1397,4377,0,2,283,31,7,1,14,3,0,1,3,9,5,7,1,2,10,4,6,8,1.602298,2.607022
1398,5879,0,2,527,11,3,0,13,3,0,1,8,7,9,4,5,2,3,1,6,10,1.394933,2.737762
1399,3481,0,1,189,29,6,1,29,6,1,0,3,1,4,6,8,5,9,2,7,10,1.402406,2.772111
1400,4177,0,2,202,8,3,0,8,3,0,0,4,3,2,8,9,7,6,1,5,10,1.082599,2.784213
1401,6681,0,3,281,7,2,0,13,3,0,1,1,8,5,10,6,2,9,3,4,7,1.515235,3.006412
1402,1508,0,2,221,0,0,0,0,0,0,0,3,10,4,8,2,1,7,5,6,9,1.602298,2.607022
1403,8934,1,3,585,21,2,0,20,2,0,1,4,2,8,3,1,10,6,7,9,5,1.475943,2.264964
1404,9201,1,2,208,13,3,0,13,3,0,0,5,6,3,9,10,1,7,2,4,8,1.195429,3.018514
1405,3797,0,2,290,11,3,0,13,3,0,1,7,5,6,8,1,3,9,2,4,10,0.87659,3.489366
1406,1497,1,3,294,16,3,0,16,3,0,0,4,9,3,2,10,5,1,8,6,7,2.275344,1.474115
1407,6297,0,3,300,26,6,1,26,6,1,0,7,8,1,3,4,5,10,2,6,9,1.669938,2.62511
1408,4611,0,2,243,12,3,0,12,3,0,0,5,4,6,8,2,3,10,1,7,9,0.87659,3.489366
1409,7161,0,2,271,25,6,1,14,3,0,1,6,3,10,4,2,5,1,7,9,8,1.369166,2.104069
1410,8250,1,2,307,0,0,0,0,0,0,0,1,2,3,4,9,5,8,10,7,6,1.808307,1.901868
1411,4725,0,2,244,29,6,1,13,3,0,1,4,2,1,7,9,10,5,6,3,8,1.647692,1.815673
1412,3445,0,3,243,12,3,0,11,3,0,1,2,10,3,7,4,6,8,1,5,9,1.683464,2.732866
1413,5615,0,1,244,19,5,0,19,5,0,0,1,7,9,10,3,2,6,8,4,5,1.602298,2.607022
1414,1509,0,3,456,18,5,0,18,5,0,0,7,3,4,6,2,1,10,9,5,8,1.001433,2.658368
1415,1862,1,1,364,11,3,0,11,3,0,0,1,9,7,4,10,6,3,2,5,8,1.882968,2.452114
1416,8985,1,2,237,13,3,0,11,3,0,1,1,4,3,9,5,6,7,2,8,10,1.683464,2.732866
1417,4313,0,3,196,9,3,0,9,3,0,0,7,9,4,3,1,8,10,2,5,6,1.3511,3.095963
1418,8757,1,1,187,13,3,0,13,3,0,0,7,5,3,2,10,1,4,6,8,9,1.907611,2.028413
1419,9405,1,2,352,18,5,0,19,5,0,1,7,3,9,8,1,4,6,2,5,10,0.763761,3.255065
1420,8001,1,1,274,28,6,1,28,6,1,0,7,4,5,9,1,3,8,2,6,10,0.87659,3.489366
1421,5933,0,0,221,0,0,0,0,0,0,0,5,10,3,9,8,1,4,2,6,7,1.195429,3.018514
1422,5369,0,4,279,13,3,0,12,3,0,1,5,3,1,7,2,8,6,4,9,10,1.169662,2.384822
1423,4269,0,2,272,13,3,0,13,3,0,0,7,2,3,9,10,4,6,1,8,5,1.082599,2.784213
1424,8763,1,1,214,25,6,1,25,6,1,0,6,2,5,9,8,1,7,4,3,10,1.479464,2.089219
1425,8356,1,1,271,26,6,1,8,3,0,1,1,10,2,3,8,4,9,6,5,7,2.395646,1.742765
1426,7165,0,2,286,12,3,0,12,3,0,0,3,5,7,2,8,9,1,4,6,10,2.59515,1.462013
1427,9810,1,2,241,27,6,1,27,6,1,0,4,2,3,7,10,9,6,1,5,8,1.082599,2.784213
1428,5047,0,5,320,14,3,0,14,3,0,0,6,4,7,9,2,5,10,1,3,8,1.204011,3.117524
1429,8264,1,2,199,15,4,0,7,2,0,1,3,2,4,6,9,10,7,1,5,8,1.402406,2.772111
1430,9293,1,3,219,26,6,1,26,6,1,0,5,9,3,4,7,2,10,6,1,8,1.760522,2.049975
1431,2,0,2,319,12,3,0,27,6,1,1,8,2,6,7,3,4,5,1,9,10,0.763761,3.255065
1432,5673,0,2,240,6,1,0,6,1,0,0,8,4,1,9,6,7,3,2,5,10,1.563162,2.464216
1433,10098,1,2,236,18,5,0,18,5,0,0,3,6,5,4,10,1,9,2,7,8,1.515235,3.006412
1434,10006,1,2,446,18,5,0,18,5,0,0,5,7,1,3,4,2,9,10,6,8,1.907611,2.028413
1435,9526,1,2,331,39,9,1,12,3,0,1,10,3,5,6,1,2,9,4,7,8,1.001433,2.658368
1436,1159,0,2,312,9,3,0,13,3,0,1,8,1,5,6,9,3,7,2,10,4,0.914371,3.057759
1437,3669,0,1,185,13,3,0,0,0,0,1,8,4,5,3,10,1,6,2,7,9,1.501709,2.898656
1438,9422,1,1,250,13,3,0,13,3,0,0,3,4,7,6,2,5,9,1,8,10,1.364625,3.203719
1439,5873,0,2,274,18,5,0,10,3,0,1,1,2,5,3,6,7,10,4,8,9,2.114588,1.78201
1440,8414,1,2,259,29,6,1,29,6,1,0,3,1,4,10,9,5,6,7,2,8,1.967499,1.803572
1441,6051,0,2,517,7,2,0,7,2,0,0,7,1,5,4,2,8,10,3,9,6,0.763761,3.255065
1442,9952,1,2,285,12,3,0,13,3,0,1,2,4,7,1,3,5,6,10,8,9,2.076807,2.213618
1443,1292,1,0,407,13,3,0,13,3,0,0,4,3,2,9,10,6,8,1,5,7,1.082599,2.784213
1444,9971,1,2,199,17,4,0,13,3,0,1,1,3,2,9,8,5,4,6,7,10,1.808307,1.901868
1445,4697,0,2,406,17,4,0,12,3,0,1,4,10,7,5,2,3,9,1,8,6,0.87659,3.489366
1446,3263,0,3,278,2,1,0,4,1,0,1,3,7,4,6,2,5,10,1,8,9,1.364625,3.203719
1447,6643,0,5,286,0,0,0,6,1,0,1,5,9,2,4,6,3,7,1,10,8,1.195429,3.018514
1448,6455,0,0,309,14,3,0,13,3,0,1,2,3,6,1,9,5,10,7,4,8,2.114588,1.78201
1449,9771,1,2,294,35,8,1,35,8,1,0,3,4,9,7,1,2,5,8,10,6,1.602298,2.607022
1450,1231,1,1,353,8,3,0,8,3,0,0,2,6,4,5,8,1,9,3,7,10,1.515235,3.006412
1451,4179,0,4,384,0,0,0,0,0,0,0,6,5,2,4,3,8,7,1,10,9,1.044819,3.21582
1452,1366,1,0,215,4,1,0,4,1,0,0,1,5,3,7,8,6,9,2,4,10,1.683464,2.732866
1453,6931,0,3,251,13,3,0,26,6,1,1,4,10,2,5,9,8,7,1,3,6,1.522849,2.646672
1454,4253,0,3,552,28,6,1,28,6,1,0,10,4,3,6,8,1,7,2,5,9,1.195429,3.018514
1455,9415,1,2,287,25,6,1,23,6,1,1,4,5,3,8,2,6,9,1,7,10,1.044819,3.21582
1456,7121,0,3,314,29,6,1,29,6,1,0,4,7,6,2,1,9,10,3,5,8,1.3511,3.095963
1457,9401,1,3,317,14,3,0,14,3,0,0,4,6,2,3,10,9,5,8,7,1,2.729502,1.469959
1458,9477,1,1,197,9,3,0,9,3,0,0,3,9,2,5,8,10,4,1,6,7,1.683464,2.732866
1459,8243,1,2,229,26,6,1,33,7,1,1,3,8,2,4,9,10,6,1,5,7,1.683464,2.732866
1460,1570,0,1,289,14,3,0,13,3,0,1,6,3,7,8,9,5,4,1,2,10,1.241791,2.685917
1461,4877,0,1,211,11,3,0,11,3,0,0,2,4,9,8,6,3,1,5,10,7,2.12064,1.855417
1462,8854,1,2,266,26,6,1,16,3,0,1,8,6,5,4,3,2,7,1,9,10,0.87659,3.489366
1463,8294,1,1,230,19,5,0,18,5,0,1,2,3,7,1,10,9,4,8,6,5,2.114588,1.78201
1464,8182,1,2,185,43,9,1,43,9,1,0,10,9,5,7,1,2,6,3,4,8,0.87659,3.489366
1465,8489,1,1,245,42,9,1,39,9,1,1,9,1,8,10,4,5,2,6,7,3,2.341668,1.348309
1466,1577,1,4,446,31,7,1,13,3,0,1,4,9,3,6,2,5,8,1,7,10,1.044819,3.21582
1467,8214,1,2,549,26,6,1,26,6,1,0,2,5,6,3,8,4,10,1,7,9,1.989744,2.613009
1468,8334,1,2,302,0,0,0,0,0,0,0,2,7,6,8,10,1,4,5,9,3,2.574799,1.851261
1469,9799,1,0,284,26,6,1,13,3,0,1,1,7,4,5,10,6,8,2,3,9,1.842655,2.63457
1470,8550,1,2,262,0,0,0,13,3,0,1,4,2,5,10,9,1,3,8,6,7,1.519776,1.906763
1471,9693,1,3,380,17,4,0,17,4,0,0,5,2,3,8,4,10,7,1,6,9,1.082599,2.784213
1472,9480,1,1,258,39,9,1,39,9,1,0,4,10,8,5,2,3,7,1,6,9,0.87659,3.489366
1473,9162,1,1,467,13,3,0,13,3,0,0,4,10,9,5,8,3,7,2,1,6,1.35462,2.920218
1474,3747,0,2,366,12,3,0,12,3,0,0,5,6,8,4,2,3,9,1,7,10,0.87659,3.489366
1475,1477,1,1,268,29,6,1,29,6,1,0,8,1,5,3,9,2,7,4,6,10,1.626553,2.067658
1476,1923,1,0,240,14,3,0,14,3,0,0,5,10,3,8,9,1,7,2,4,6,1.195429,3.018514
1477,5925,0,2,183,11,3,0,11,3,0,0,9,4,2,3,10,1,7,8,5,6,1.907611,2.028413
1478,4923,0,2,484,4,1,0,4,1,0,0,3,4,7,2,1,9,6,5,8,10,2.076807,2.213618
1479,10069,1,1,372,11,3,0,11,3,0,0,8,5,7,9,1,2,4,3,6,10,0.87659,3.489366
1480,7217,0,1,468,22,2,0,22,2,0,0,5,4,8,3,6,1,7,2,9,10,1.501709,2.898656
1481,10045,1,1,182,31,7,1,31,7,1,0,5,6,1,3,4,10,7,2,8,9,1.669938,2.62511
1482,1589,0,4,339,10,3,0,10,3,0,0,4,6,1,9,10,8,7,2,3,5,1.522849,2.646672
1483,3893,0,1,194,12,3,0,12,3,0,0,4,3,6,8,5,1,9,2,7,10,0.914371,3.057759
1484,8800,1,1,274,13,3,0,13,3,0,0,4,10,5,6,1,7,9,2,3,8,1.204011,3.117524
1485,1472,0,0,257,13,3,0,13,3,0,0,5,10,2,7,8,9,4,1,3,6,1.522849,2.646672
1486,6657,0,3,359,44,9,1,44,9,1,0,5,7,3,6,4,10,9,1,2,8,1.522849,2.646672
1487,8519,1,0,221,9,3,0,9,3,0,0,1,6,3,2,7,4,8,5,10,9,2.395646,1.742765
1488,1397,1,1,328,21,2,0,21,2,0,0,4,6,5,9,1,2,8,3,7,10,0.87659,3.489366
1489,3457,0,3,479,34,7,1,18,5,0,1,3,7,4,8,1,6,10,2,5,9,1.364625,3.203719
1490,8636,1,3,304,18,5,0,18,5,0,0,3,2,6,4,9,7,8,5,1,10,1.967499,1.803572
1491,8598,1,2,389,5,1,0,11,3,0,1,6,2,7,8,1,10,5,3,4,9,0.763761,3.255065
1492,6213,0,2,254,14,3,0,17,4,0,1,5,3,7,6,1,4,8,2,10,9,0.763761,3.255065
1493,6595,0,3,256,28,6,1,28,6,1,0,1,2,4,3,5,10,9,6,7,8,2.114588,1.78201
1494,1258,1,1,209,11,3,0,11,3,0,0,4,7,3,6,5,2,8,1,9,10,1.195429,3.018514
1495,1903,1,1,617,17,4,0,17,4,0,0,3,4,6,5,10,2,8,1,7,9,1.515235,3.006412
1496,9468,1,2,443,4,1,0,0,0,0,1,1,4,5,8,6,3,10,2,7,9,1.515235,3.006412
1497,9720,1,2,197,25,6,1,25,6,1,0,6,9,4,3,10,1,7,2,5,8,1.501709,2.898656
1498,1018,0,0,221,12,3,0,12,3,0,0,9,8,1,7,10,3,4,2,5,6,1.195429,3.018514
1499,8279,1,2,288,36,8,1,36,8,1,0,3,6,4,8,2,5,9,1,7,10,1.364625,3.203719
1500,6933,0,1,278,18,5,0,12,3,0,1,5,8,7,6,9,10,4,3,1,2,2.176512,2.361764
1501,1220,1,1,281,18,5,0,18,5,0,0,4,1,5,8,9,10,2,3,7,6,1.282103,2.50346
1502,1938,0,2,362,29,6,1,29,6,1,0,5,4,6,8,2,3,10,1,7,9,0.87659,3.489366
1503,4651,0,3,450,26,6,1,29,6,1,1,10,4,7,2,3,9,6,1,5,8,1.3511,3.095963
1504,9629,1,4,307,26,6,1,26,6,1,0,9,1,7,2,3,6,5,4,8,10,1.475943,2.264964
1505,3629,0,3,269,12,3,0,11,3,0,1,3,9,5,8,10,6,1,7,4,2,2.942532,1.296962
1506,9839,1,3,317,29,6,1,29,6,1,0,2,1,3,5,7,8,9,4,6,10,1.808307,1.901868
1507,4715,0,3,228,25,6,1,25,6,1,0,4,6,3,2,5,8,7,1,9,10,1.669938,2.62511
1508,5813,0,1,259,14,3,0,14,3,0,0,6,4,3,5,10,7,8,2,1,9,1.522849,2.646672
1509,1249,0,4,253,33,7,1,10,3,0,1,3,9,6,1,8,5,2,10,4,7,2.59515,1.462013
