1st,2nd*0.8,3rd*0.6,â¡èdïΩãœ
2.728978008,2.150720659,0.555830619,2.264803869
0.926384365,0.441483725,0.758923513,0.886163168
1.264872521,0.441483725,1.348280255,1.272765209
2.728978008,0.441483725,1.348280255,1.882809162
0.813043478,0.441483725,0.758923513,0.838937798
0.926384365,0.441483725,1.348280255,1.131728477
2.368070953,1.011898017,0.555830619,1.639916495
0.926384365,0.441483725,1.06173542,1.012334796
1.769559033,0.741107492,0.487826087,1.249371922
0.926384365,0.650434782,0.758923513,0.973226108
1.264872521,0.741107492,0.331112794,0.973788669
0.813043478,0.741107492,0.331112794,0.785526568
1.264872521,1.415647226,1.613040494,1.788983434
2.728978008,1.415647226,0.331112794,1.864890845
2.688400824,1.894456762,0.758923513,2.225742125
0.813043478,1.011898017,0.331112794,0.898355954
1.769559033,0.441483725,1.420842572,1.513285554
0.551854656,0.650434782,0.758923513,0.817172063
0.813043478,0.441483725,1.06173542,0.965109426
2.368070953,2.183182406,0.555830619,2.127951658
0.813043478,0.441483725,0.758923513,0.838937798
2.728978008,2.150720659,2.23832853,2.965844666
0.551854656,1.415647226,1.348280255,1.381575891
0.926384365,0.650434782,1.613040494,1.329108184
1.769559033,0.441483725,0.758923513,1.237485946
0.551854656,0.650434782,1.06173542,0.943343691
0.813043478,0.441483725,1.613040494,1.194819874
2.368070953,2.150720659,2.23832853,2.815466726
0.813043478,0.441483725,1.637386805,1.20496417
0.926384365,0.441483725,1.420842572,1.161962776
1.264872521,0.441483725,1.06173542,1.153371527
0.551854656,1.415647226,0.487826087,1.023053321
2.247133758,0.441483725,0.487826087,1.323518154
2.688400824,0.441483725,1.06173542,1.74650832
2.728978008,1.011898017,1.613040494,2.23079855
0.551854656,0.650434782,1.06173542,0.943343691
0.551854656,1.415647226,1.348280255,1.381575891
0.926384365,1.011898017,0.487826087,1.010878529
1.769559033,0.650434782,0.758923513,1.324548887
0.926384365,2.183182406,0.331112794,1.433616485
0.926384365,0.441483725,0.487826087,0.773205907
2.688400824,0.441483725,1.348280255,1.865902002
0.551854656,2.183182406,0.555830619,1.371194867
0.551854656,0.741107492,0.758923513,0.854952359
1.769559033,0.441483725,0.555830619,1.152863907
1.264872521,0.441483725,1.06173542,1.153371527
0.551854656,0.650434782,0.758923513,0.817172063
0.813043478,1.011898017,1.637386805,1.442636792
2.688400824,0.650434782,1.637386805,2.073426005
0.926384365,0.650434782,0.758923513,0.973226108
2.368070953,2.183182406,2.23832853,2.828992454
0.551854656,2.183182406,1.06173542,1.581988534
2.247133758,0.650434782,0.331112794,1.345283889
0.551854656,1.415647226,0.487826087,1.023053321
2.688400824,0.441483725,1.06173542,1.74650832
1.264872521,2.183182406,0.331112794,1.574653217
0.551854656,2.183182406,0.758923513,1.455816906
0.551854656,1.011898017,0.487826087,0.854824483
0.551854656,0.650434782,0.758923513,0.817172063
2.728978008,1.797707006,1.06173542,2.328508514
0.926384365,2.183182406,0.331112794,1.433616485
0.551854656,1.011898017,1.637386805,1.333808116
0.813043478,0.441483725,0.555830619,0.754315759
1.769559033,0.441483725,0.758923513,1.237485946
2.728978008,0.650434782,0.758923513,1.724306793
0.551854656,1.415647226,0.758923513,1.136010581
0.813043478,1.011898017,0.331112794,0.898355954
2.728978008,1.011898017,0.555830619,1.790294435
0.813043478,2.183182406,0.555830619,1.480023543
0.813043478,1.011898017,0.555830619,0.991988381
2.688400824,1.415647226,1.348280255,2.271803461
1.769559033,2.150720659,1.348280255,2.195233311
0.551854656,0.650434782,1.06173542,0.943343691
0.551854656,0.741107492,0.487826087,0.741995098
2.728978008,1.415647226,0.555830619,1.958523272
1.264872521,0.441483725,1.420842572,1.302999507
0.551854656,0.650434782,0.758923513,0.817172063
2.368070953,1.415647226,0.487826087,1.779810111
0.551854656,1.011898017,1.06173542,1.093953372
2.247133758,2.150720659,0.331112794,1.970403005
0.551854656,1.415647226,1.348280255,1.381575891
0.551854656,1.415647226,0.487826087,1.023053321
1.264872521,0.650434782,0.331112794,0.936008374
0.551854656,1.415647226,0.487826087,1.023053321
0.551854656,1.415647226,1.420842572,1.411810189
0.813043478,0.441483725,0.758923513,0.838937798
0.551854656,1.011898017,0.555830619,0.883159705
0.926384365,0.650434782,0.331112794,0.794971642
2.728978008,0.741107492,1.613040494,2.117969164
0.926384365,1.415647226,1.613040494,1.647946702
0.813043478,0.441483725,0.758923513,0.838937798
0.551854656,1.415647226,2.23832853,1.752429339
0.551854656,2.183182406,0.555830619,1.371194867
0.813043478,0.441483725,0.758923513,0.838937798
1.769559033,1.011898017,1.637386805,1.841184939
0.551854656,1.011898017,0.487826087,0.854824483
0.926384365,0.441483725,0.758923513,0.886163168
2.728978008,0.441483725,0.487826087,1.524286592
2.688400824,0.650434782,0.758923513,1.707399633
0.926384365,1.415647226,0.331112794,1.11381016
0.813043478,1.415647226,1.637386805,1.610865629
0.551854656,1.011898017,0.487826087,0.854824483
0.813043478,2.183182406,1.613040494,1.920527658
0.813043478,1.011898017,1.06173542,1.202782048
1.769559033,1.894456762,1.613040494,2.198773454
0.551854656,0.650434782,1.348280255,1.062737372
0.551854656,0.650434782,0.758923513,0.817172063
2.688400824,0.741107492,1.637386805,2.1112063
2.688400824,0.741107492,0.331112794,1.566925462
1.264872521,2.150720659,0.331112794,1.561127489
0.551854656,1.011898017,0.487826087,0.854824483
0.813043478,0.441483725,1.06173542,0.965109426
0.551854656,1.011898017,0.555830619,0.883159705
0.551854656,0.650434782,1.06173542,0.943343691
0.551854656,1.011898017,1.06173542,1.093953372
1.769559033,1.797707006,1.637386805,2.168605352
0.551854656,1.415647226,0.758923513,1.136010581
0.551854656,0.650434782,1.06173542,0.943343691
0.551854656,2.183182406,0.555830619,1.371194867
1.264872521,0.441483725,1.637386805,1.393226271
2.368070953,2.98443804,0.555830619,2.461808172
0.551854656,1.415647226,1.348280255,1.381575891
0.551854656,0.650434782,1.06173542,0.943343691
0.813043478,2.183182406,1.613040494,1.920527658
0.813043478,0.441483725,0.758923513,0.838937798
0.551854656,1.797707006,1.06173542,1.421373784
0.551854656,2.150720659,0.487826087,1.329333918
0.813043478,0.441483725,0.758923513,0.838937798
1.769559033,1.797707006,0.555830619,1.717956941
0.813043478,2.183182406,0.555830619,1.480023543
0.813043478,1.011898017,0.331112794,0.898355954
0.551854656,1.415647226,1.348280255,1.381575891
0.926384365,0.441483725,1.637386805,1.252189539
0.551854656,1.011898017,1.637386805,1.333808116
1.769559033,2.183182406,0.758923513,1.96319373
1.264872521,1.894456762,1.06173542,1.75877696
2.728978008,1.415647226,1.613040494,2.399027387
0.813043478,1.011898017,1.637386805,1.442636792
2.688400824,2.183182406,1.06173542,2.472216104
0.551854656,0.650434782,1.06173542,0.943343691
0.813043478,0.741107492,0.331112794,0.785526568
0.926384365,1.894456762,1.613040494,1.847450676
2.368070953,0.441483725,1.637386805,1.852892284
0.551854656,0.650434782,1.348280255,1.062737372
2.728978008,2.98443804,0.758923513,2.69680815
0.551854656,1.011898017,0.555830619,0.883159705
2.728978008,0.441483725,0.487826087,1.524286592
1.264872521,1.894456762,0.331112794,1.454350865
0.551854656,0.650434782,0.758923513,0.817172063
0.926384365,2.183182406,2.23832853,2.228289709
0.551854656,0.650434782,0.555830619,0.732550024
0.813043478,0.441483725,1.06173542,0.965109426
0.551854656,1.415647226,1.613040494,1.491892657
0.813043478,2.183182406,1.613040494,1.920527658
0.551854656,0.741107492,1.06173542,0.981123987
0.813043478,0.441483725,0.555830619,0.754315759
0.926384365,2.183182406,1.420842572,1.88767056
0.551854656,1.415647226,0.487826087,1.023053321
0.813043478,1.415647226,0.555830619,1.160217218
0.813043478,1.011898017,1.637386805,1.442636792
2.728978008,0.741107492,1.348280255,2.007652398
0.813043478,1.415647226,0.331112794,1.066584791
1.264872521,0.441483725,0.555830619,0.94257786
2.688400824,2.183182406,0.331112794,2.16779001
1.264872521,2.183182406,0.331112794,1.574653217
0.551854656,1.415647226,1.348280255,1.381575891
3.73054755,1.797707006,0.758923513,2.619657529
0.551854656,2.150720659,0.487826087,1.329333918
0.813043478,0.441483725,1.06173542,0.965109426
0.551854656,2.150720659,1.637386805,1.80831755
0.813043478,0.441483725,1.637386805,1.20496417
0.551854656,1.011898017,1.348280255,1.213347053
2.728978008,0.650434782,0.758923513,1.724306793
1.264872521,2.183182406,0.555830619,1.668285644
1.264872521,0.650434782,1.613040494,1.470144916
2.728978008,1.894456762,2.23832853,2.859068042
0.551854656,2.98443804,0.758923513,1.78967342
0.551854656,0.741107492,1.348280255,1.100517668
0.926384365,1.415647226,0.331112794,1.11381016
0.813043478,1.011898017,0.331112794,0.898355954
0.551854656,1.011898017,1.06173542,1.093953372
0.813043478,0.441483725,1.637386805,1.20496417
0.813043478,0.441483725,1.613040494,1.194819874
0.551854656,0.650434782,1.06173542,0.943343691
0.551854656,1.011898017,0.487826087,0.854824483
0.813043478,0.441483725,0.555830619,0.754315759
1.264872521,0.441483725,1.637386805,1.393226271
0.551854656,1.797707006,0.555830619,1.210580117
0.813043478,0.441483725,1.613040494,1.194819874
1.769559033,2.183182406,1.348280255,2.208759039
0.813043478,0.441483725,0.758923513,0.838937798
0.813043478,1.011898017,1.637386805,1.442636792
0.551854656,1.011898017,1.420842572,1.243581352
0.926384365,0.441483725,1.637386805,1.252189539
0.551854656,1.415647226,0.555830619,1.051388542
2.728978008,1.011898017,0.331112794,1.696662008
1.264872521,0.650434782,1.637386805,1.480289212
0.813043478,0.741107492,1.613040494,1.31966311
1.264872521,0.441483725,1.06173542,1.153371527
0.813043478,0.441483725,0.758923513,0.838937798
2.368070953,2.150720659,1.06173542,2.325219597
1.769559033,0.441483725,1.613040494,1.593368022
0.551854656,0.650434782,0.758923513,0.817172063
2.368070953,0.650434782,0.555830619,1.489306814
2.728978008,0.741107492,1.06173542,1.888258717
1.769559033,0.741107492,1.348280255,1.607894492
0.551854656,2.183182406,1.06173542,1.581988534
2.728978008,1.011898017,0.487826087,1.761959213
1.264872521,0.650434782,0.555830619,1.029640801
2.728978008,0.441483725,1.420842572,1.91304346
2.728978008,0.441483725,1.06173542,1.76341548
0.813043478,0.441483725,1.613040494,1.194819874
1.264872521,2.150720659,1.06173542,1.865553583
0.813043478,0.441483725,0.555830619,0.754315759
0.813043478,0.441483725,0.758923513,0.838937798
1.264872521,0.441483725,1.06173542,1.153371527
1.769559033,0.650434782,0.555830619,1.239926848
0.551854656,0.741107492,1.06173542,0.981123987
1.264872521,0.741107492,1.348280255,1.397608445
2.728978008,1.415647226,1.613040494,2.399027387
2.368070953,2.150720659,1.637386805,2.56507434
0.551854656,0.741107492,1.06173542,0.981123987
0.551854656,0.650434782,1.348280255,1.062737372
0.551854656,0.741107492,1.637386805,1.22097873
2.247133758,1.011898017,1.06173542,1.800319664
0.551854656,0.741107492,0.487826087,0.741995098
1.769559033,0.441483725,1.420842572,1.513285554
1.264872521,0.441483725,1.637386805,1.393226271
1.769559033,1.011898017,1.613040494,1.831040643
0.813043478,1.011898017,0.555830619,0.991988381
0.926384365,0.441483725,0.758923513,0.886163168
1.264872521,0.441483725,1.613040494,1.383081975
0.551854656,0.650434782,1.637386805,1.183198435
2.728978008,0.741107492,1.613040494,2.117969164
0.926384365,1.797707006,1.637386805,1.817282573
0.926384365,0.650434782,0.331112794,0.794971642
2.688400824,2.183182406,0.487826087,2.233087216
0.551854656,1.415647226,0.555830619,1.051388542
2.728978008,1.415647226,0.555830619,1.958523272
0.551854656,0.650434782,0.758923513,0.817172063
0.551854656,0.650434782,1.637386805,1.183198435
0.551854656,1.415647226,0.758923513,1.136010581
2.688400824,2.183182406,0.555830619,2.261422437
0.813043478,1.011898017,1.637386805,1.442636792
1.264872521,2.183182406,0.331112794,1.574653217
0.551854656,1.415647226,0.487826087,1.023053321
2.728978008,0.441483725,1.06173542,1.76341548
0.551854656,1.415647226,1.348280255,1.381575891
1.264872521,0.441483725,1.06173542,1.153371527
0.551854656,0.650434782,1.06173542,0.943343691
0.813043478,2.150720659,0.331112794,1.372865388
3.73054755,1.415647226,1.613040494,2.81634803
0.551854656,1.415647226,1.637386805,1.502036953
0.551854656,1.415647226,1.637386805,1.502036953
0.551854656,1.797707006,0.555830619,1.210580117
2.368070953,2.183182406,0.758923513,2.212573697
0.551854656,1.011898017,0.487826087,0.854824483
2.688400824,2.183182406,0.555830619,2.261422437
0.813043478,1.011898017,0.331112794,0.898355954
0.926384365,1.894456762,2.23832853,2.107987357
0.551854656,0.650434782,1.06173542,0.943343691
0.551854656,2.183182406,1.613040494,1.811698982
1.264872521,2.183182406,2.23832853,2.369326441
2.728978008,0.441483725,1.348280255,1.882809162
1.264872521,0.741107492,1.420842572,1.427842744
0.551854656,0.741107492,1.06173542,0.981123987
0.551854656,0.650434782,0.758923513,0.817172063
2.247133758,0.441483725,0.758923513,1.436475415
0.551854656,0.650434782,0.758923513,0.817172063
0.926384365,1.011898017,1.613040494,1.479717865
1.264872521,0.441483725,1.06173542,1.153371527
1.264872521,1.415647226,1.613040494,1.788983434
0.813043478,2.150720659,1.637386805,1.917146226
0.813043478,1.011898017,0.331112794,0.898355954
1.264872521,0.441483725,1.613040494,1.383081975
1.769559033,0.441483725,1.613040494,1.593368022
1.769559033,0.441483725,1.348280255,1.483051255
1.264872521,0.441483725,0.555830619,0.94257786
0.813043478,0.441483725,1.348280255,1.084503107
0.551854656,1.415647226,1.348280255,1.381575891
0.551854656,1.797707006,1.06173542,1.421373784
2.728978008,2.150720659,1.06173542,2.475597536
0.813043478,1.011898017,0.331112794,0.898355954
0.813043478,0.441483725,1.637386805,1.20496417
2.247133758,0.741107492,1.637386805,1.927345023
0.813043478,0.741107492,0.331112794,0.785526568
0.813043478,0.441483725,0.555830619,0.754315759
2.728978008,0.741107492,1.613040494,2.117969164
0.551854656,1.011898017,1.06173542,1.093953372
0.551854656,1.011898017,1.637386805,1.333808116
2.728978008,0.441483725,0.758923513,1.637243852
1.264872521,0.441483725,1.613040494,1.383081975
1.769559033,0.441483725,0.758923513,1.237485946
0.551854656,0.650434782,1.637386805,1.183198435
2.247133758,2.98443804,0.331112794,2.317785247
0.926384365,1.894456762,0.331112794,1.313314134
0.551854656,0.650434782,0.758923513,0.817172063
0.551854656,2.150720659,0.487826087,1.329333918
0.926384365,2.150720659,0.487826087,1.485387963
2.368070953,2.98443804,1.637386805,2.912456582
0.926384365,2.183182406,1.06173542,1.73804258
0.551854656,2.150720659,1.06173542,1.568462806
2.247133758,0.441483725,1.06173542,1.562647043
2.688400824,1.894456762,1.637386805,2.591768496
0.926384365,0.650434782,0.331112794,0.794971642
0.926384365,0.441483725,0.758923513,0.886163168
1.769559033,0.441483725,0.758923513,1.237485946
1.264872521,0.650434782,0.555830619,1.029640801
0.813043478,0.741107492,0.331112794,0.785526568
0.551854656,0.650434782,1.06173542,0.943343691
1.264872521,1.894456762,2.23832853,2.249024089
0.551854656,2.183182406,1.613040494,1.811698982
2.728978008,2.150720659,0.555830619,2.264803869
0.551854656,1.797707006,1.420842572,1.571001764
0.926384365,0.441483725,1.06173542,1.012334796
0.926384365,1.415647226,1.637386805,1.658090998
2.728978008,0.441483725,0.555830619,1.552621813
0.813043478,0.441483725,0.758923513,0.838937798
1.769559033,2.183182406,0.555830619,1.878571691
0.551854656,1.415647226,0.758923513,1.136010581
1.769559033,0.441483725,0.758923513,1.237485946
0.813043478,1.011898017,0.331112794,0.898355954
0.551854656,1.415647226,0.555830619,1.051388542
0.551854656,2.183182406,1.420842572,1.731616514
2.368070953,2.98443804,1.637386805,2.912456582
0.551854656,0.650434782,0.758923513,0.817172063
0.813043478,0.741107492,0.758923513,0.963781034
0.551854656,0.650434782,0.758923513,0.817172063
2.247133758,0.441483725,1.06173542,1.562647043
0.551854656,1.011898017,1.637386805,1.333808116
0.813043478,2.150720659,1.06173542,1.677291482
1.264872521,0.650434782,0.331112794,0.936008374
0.551854656,1.415647226,1.420842572,1.411810189
1.769559033,0.441483725,0.555830619,1.152863907
0.551854656,1.415647226,0.555830619,1.051388542
0.926384365,0.650434782,1.06173542,1.099397736
0.551854656,1.797707006,1.06173542,1.421373784
2.688400824,0.741107492,1.348280255,1.990745238
0.813043478,0.741107492,1.637386805,1.329807406
0.551854656,2.183182406,1.348280255,1.701382216
0.551854656,2.183182406,1.613040494,1.811698982
2.728978008,2.150720659,0.758923513,2.349425908
0.551854656,1.011898017,1.348280255,1.213347053
1.769559033,1.797707006,0.331112794,1.624324514
2.728978008,2.98443804,1.613040494,3.052690226
2.368070953,2.98443804,0.331112794,2.368175744
1.769559033,0.741107492,1.637386805,1.728355554
1.769559033,2.183182406,0.331112794,1.784939264
0.813043478,0.741107492,1.613040494,1.31966311
1.264872521,0.441483725,0.555830619,0.94257786
0.551854656,0.650434782,0.758923513,0.817172063
2.728978008,1.415647226,1.348280255,2.288710621
0.551854656,1.797707006,1.637386805,1.661228528
1.264872521,0.650434782,1.06173542,1.240434468
0.551854656,0.650434782,1.637386805,1.183198435
2.247133758,0.441483725,0.758923513,1.436475415
2.247133758,0.741107492,1.06173542,1.687490279
0.551854656,0.650434782,0.555830619,0.732550024
0.926384365,1.415647226,1.348280255,1.537629936
0.551854656,2.150720659,1.637386805,1.80831755
0.813043478,0.441483725,1.420842572,1.114737406
0.551854656,0.741107492,0.487826087,0.741995098
0.926384365,0.650434782,0.758923513,0.973226108
0.551854656,1.415647226,1.637386805,1.502036953
1.264872521,2.183182406,0.487826087,1.639950423
1.769559033,0.741107492,1.613040494,1.718211258
0.551854656,0.650434782,1.06173542,0.943343691
0.551854656,2.183182406,1.420842572,1.731616514
2.247133758,1.415647226,1.613040494,2.19825895
0.551854656,2.183182406,1.06173542,1.581988534
2.368070953,0.441483725,0.555830619,1.402243874
0.926384365,1.797707006,0.331112794,1.273001735
0.926384365,2.183182406,0.331112794,1.433616485
1.769559033,2.150720659,0.331112794,1.771413536
0.813043478,2.150720659,1.06173542,1.677291482
2.368070953,1.415647226,1.637386805,2.258793743
2.728978008,2.150720659,1.420842572,2.625225516
2.688400824,0.650434782,0.331112794,1.529145167
0.551854656,1.011898017,1.348280255,1.213347053
1.264872521,2.183182406,1.613040494,2.108789759
0.813043478,0.441483725,0.758923513,0.838937798
0.551854656,0.741107492,0.758923513,0.854952359
0.551854656,1.415647226,0.555830619,1.051388542
0.551854656,0.741107492,1.06173542,0.981123987
2.688400824,2.183182406,0.487826087,2.233087216
1.769559033,0.441483725,1.348280255,1.483051255
0.813043478,0.441483725,0.758923513,0.838937798
0.551854656,1.415647226,0.487826087,1.023053321
2.688400824,2.183182406,1.06173542,2.472216104
0.813043478,0.441483725,0.555830619,0.754315759
0.813043478,0.441483725,1.637386805,1.20496417
0.926384365,2.183182406,1.613040494,1.967753027
0.551854656,0.741107492,0.487826087,0.741995098
1.264872521,0.441483725,1.637386805,1.393226271
2.728978008,0.441483725,1.06173542,1.76341548
2.728978008,2.150720659,1.420842572,2.625225516
2.728978008,1.011898017,0.555830619,1.790294435
2.247133758,1.415647226,0.331112794,1.664122408
0.551854656,0.650434782,0.555830619,0.732550024
0.926384365,0.441483725,0.758923513,0.886163168
0.813043478,0.741107492,0.758923513,0.963781034
1.264872521,2.150720659,0.487826087,1.626424695
2.728978008,2.150720659,0.331112794,2.171171442
0.813043478,0.441483725,0.555830619,0.754315759
0.813043478,0.441483725,1.637386805,1.20496417
0.551854656,1.894456762,0.758923513,1.335514555
0.551854656,0.650434782,0.758923513,0.817172063
0.926384365,0.441483725,1.06173542,1.012334796
1.264872521,0.650434782,1.613040494,1.470144916
0.813043478,0.441483725,1.348280255,1.084503107
2.728978008,0.441483725,1.06173542,1.76341548
0.551854656,1.011898017,1.637386805,1.333808116
0.551854656,2.150720659,0.487826087,1.329333918
0.551854656,0.650434782,0.758923513,0.817172063
0.551854656,1.415647226,1.348280255,1.381575891
0.813043478,1.011898017,0.331112794,0.898355954
0.551854656,0.741107492,1.06173542,0.981123987
0.926384365,0.650434782,0.758923513,0.973226108
0.926384365,0.441483725,1.06173542,1.012334796
2.688400824,0.741107492,0.758923513,1.745179929
0.813043478,0.741107492,0.331112794,0.785526568
0.926384365,0.441483725,1.420842572,1.161962776
0.551854656,0.650434782,1.348280255,1.062737372
2.247133758,0.441483725,1.06173542,1.562647043
0.551854656,0.650434782,0.758923513,0.817172063
1.264872521,0.441483725,1.06173542,1.153371527
0.926384365,2.183182406,1.348280255,1.857436261
0.551854656,1.415647226,0.487826087,1.023053321
0.813043478,0.441483725,1.06173542,0.965109426
2.728978008,0.650434782,0.758923513,1.724306793
0.813043478,2.150720659,1.637386805,1.917146226
0.813043478,0.441483725,1.06173542,0.965109426
1.264872521,0.650434782,1.613040494,1.470144916
0.551854656,0.741107492,1.06173542,0.981123987
0.926384365,0.441483725,1.613040494,1.242045243
0.551854656,1.415647226,1.613040494,1.491892657
0.926384365,1.011898017,1.637386805,1.489862161
0.551854656,2.150720659,1.06173542,1.568462806
2.728978008,2.150720659,2.23832853,2.965844666
2.728978008,0.741107492,1.348280255,2.007652398
0.551854656,0.650434782,0.758923513,0.817172063
0.551854656,1.415647226,1.348280255,1.381575891
1.264872521,0.441483725,1.637386805,1.393226271
0.926384365,2.150720659,1.420842572,1.874144832
0.926384365,0.441483725,0.487826087,0.773205907
0.813043478,1.011898017,1.637386805,1.442636792
1.264872521,0.441483725,0.487826087,0.914242639
2.728978008,2.98443804,1.420842572,2.972607758
0.813043478,0.441483725,1.06173542,0.965109426
0.551854656,1.894456762,1.348280255,1.581079864
0.551854656,2.150720659,1.348280255,1.687856488
0.813043478,2.183182406,0.331112794,1.386391116
0.926384365,0.441483725,1.06173542,1.012334796
0.926384365,1.894456762,1.348280255,1.737133909
0.551854656,0.741107492,1.06173542,0.981123987
0.551854656,1.011898017,1.637386805,1.333808116
0.551854656,0.741107492,1.637386805,1.22097873
1.264872521,1.415647226,1.420842572,1.708900966
0.551854656,1.415647226,0.487826087,1.023053321
2.368070953,0.441483725,1.06173542,1.613037541
0.551854656,1.415647226,1.637386805,1.502036953
2.728978008,0.650434782,0.331112794,1.546052327
0.551854656,2.183182406,0.487826087,1.342859646
1.769559033,0.441483725,0.487826087,1.124528685
2.688400824,0.441483725,1.637386805,1.986363064
0.926384365,0.441483725,1.06173542,1.012334796
0.551854656,1.415647226,0.555830619,1.051388542
2.247133758,1.415647226,1.613040494,2.19825895
2.728978008,1.797707006,1.613040494,2.558218962
0.551854656,1.415647226,1.348280255,1.381575891
1.769559033,0.741107492,0.331112794,1.184074716
1.769559033,0.650434782,0.331112794,1.14629442
1.264872521,0.650434782,1.637386805,1.480289212
2.247133758,1.894456762,0.331112794,1.863626381
1.264872521,0.741107492,0.331112794,0.973788669
0.926384365,1.011898017,1.348280255,1.369401099
0.926384365,0.650434782,0.758923513,0.973226108
1.264872521,1.415647226,0.331112794,1.254846892
0.813043478,0.441483725,1.06173542,0.965109426
0.813043478,0.441483725,1.06173542,0.965109426
1.264872521,2.183182406,1.613040494,2.108789759
0.551854656,1.011898017,1.06173542,1.093953372
0.813043478,0.741107492,0.758923513,0.963781034
2.728978008,0.650434782,0.555830619,1.639684754
0.551854656,0.650434782,0.758923513,0.817172063
0.551854656,1.011898017,0.555830619,0.883159705
1.769559033,0.441483725,1.348280255,1.483051255
1.264872521,2.183182406,1.613040494,2.108789759
0.813043478,0.441483725,1.420842572,1.114737406
0.551854656,1.415647226,1.348280255,1.381575891
1.264872521,0.441483725,1.06173542,1.153371527
2.368070953,0.741107492,0.758923513,1.611709149
0.551854656,1.011898017,1.637386805,1.333808116
0.551854656,1.415647226,0.758923513,1.136010581
2.247133758,0.441483725,1.637386805,1.802501787
0.813043478,2.183182406,0.758923513,1.564645582
1.769559033,0.650434782,0.758923513,1.324548887
1.264872521,0.441483725,1.06173542,1.153371527
0.813043478,0.741107492,1.637386805,1.329807406
1.264872521,1.797707006,1.613040494,1.948175009
0.813043478,0.741107492,0.331112794,0.785526568
0.551854656,1.415647226,1.420842572,1.411810189
1.769559033,0.741107492,1.613040494,1.718211258
2.728978008,1.415647226,0.331112794,1.864890845
2.728978008,0.441483725,1.613040494,1.993125928
0.551854656,1.011898017,0.555830619,0.883159705
0.551854656,1.415647226,0.758923513,1.136010581
0.551854656,0.741107492,0.487826087,0.741995098
0.926384365,0.441483725,0.487826087,0.773205907
0.813043478,1.011898017,0.331112794,0.898355954
0.551854656,1.415647226,0.758923513,1.136010581
0.551854656,1.415647226,1.637386805,1.502036953
2.368070953,2.183182406,1.348280255,2.458139006
1.769559033,0.441483725,1.637386805,1.603512318
0.813043478,1.011898017,0.331112794,0.898355954
2.368070953,2.183182406,0.555830619,2.127951658
0.551854656,2.183182406,0.758923513,1.455816906
0.551854656,1.415647226,0.758923513,1.136010581
0.926384365,1.011898017,0.331112794,0.945581323
0.551854656,1.011898017,0.555830619,0.883159705
2.728978008,2.150720659,0.555830619,2.264803869
0.551854656,1.415647226,1.348280255,1.381575891
3.73054755,1.797707006,1.613040494,2.975539605
0.551854656,0.650434782,0.555830619,0.732550024
1.264872521,0.441483725,1.06173542,1.153371527
0.813043478,0.441483725,1.420842572,1.114737406
1.769559033,1.797707006,1.613040494,2.158461056
0.926384365,0.441483725,0.487826087,0.773205907
2.728978008,0.441483725,2.23832853,2.25366261
2.688400824,0.441483725,1.06173542,1.74650832
0.926384365,1.011898017,1.637386805,1.489862161
0.926384365,2.183182406,1.613040494,1.967753027
2.368070953,1.797707006,1.06173542,2.178130575
0.551854656,1.415647226,1.348280255,1.381575891
0.551854656,1.415647226,0.758923513,1.136010581
0.551854656,1.011898017,0.487826087,0.854824483
0.813043478,1.011898017,0.331112794,0.898355954
0.551854656,0.650434782,0.758923513,0.817172063
0.551854656,1.415647226,0.555830619,1.051388542
0.551854656,0.650434782,1.637386805,1.183198435
0.926384365,0.650434782,1.637386805,1.33925248
2.688400824,2.183182406,1.348280255,2.591609786
0.813043478,1.011898017,1.613040494,1.432492496
2.688400824,2.183182406,0.331112794,2.16779001
0.551854656,0.650434782,0.758923513,0.817172063
1.264872521,1.894456762,1.613040494,1.988487407
0.551854656,0.741107492,1.637386805,1.22097873
1.264872521,2.183182406,1.06173542,1.879079311
0.813043478,2.183182406,0.758923513,1.564645582
1.769559033,2.183182406,0.331112794,1.784939264
3.73054755,1.011898017,1.637386805,2.658263488
1.769559033,1.894456762,0.331112794,1.664636912
1.264872521,0.441483725,2.23832853,1.643618657
2.728978008,1.011898017,0.331112794,1.696662008
0.551854656,0.741107492,1.06173542,0.981123987
2.688400824,2.183182406,0.331112794,2.16779001
0.813043478,0.441483725,1.637386805,1.20496417
1.264872521,0.650434782,1.420842572,1.390062448
0.551854656,1.415647226,1.420842572,1.411810189
1.769559033,0.741107492,1.613040494,1.718211258
1.769559033,2.98443804,1.637386805,2.663076616
0.813043478,0.441483725,1.348280255,1.084503107
1.264872521,0.441483725,0.555830619,0.94257786
2.368070953,0.741107492,0.487826087,1.498751888
0.551854656,0.650434782,1.06173542,0.943343691
0.551854656,1.415647226,1.637386805,1.502036953
0.926384365,0.441483725,1.637386805,1.252189539
0.813043478,0.441483725,1.06173542,0.965109426
1.264872521,0.441483725,1.06173542,1.153371527
2.688400824,0.441483725,1.348280255,1.865902002
0.551854656,0.650434782,1.348280255,1.062737372
1.264872521,2.183182406,0.331112794,1.574653217
0.813043478,0.441483725,0.555830619,0.754315759
0.813043478,0.441483725,0.555830619,0.754315759
0.551854656,0.650434782,0.758923513,0.817172063
0.551854656,1.011898017,0.555830619,0.883159705
1.264872521,0.441483725,1.06173542,1.153371527
2.728978008,2.150720659,1.06173542,2.475597536
0.551854656,0.741107492,1.637386805,1.22097873
2.728978008,0.441483725,1.06173542,1.76341548
0.813043478,0.741107492,0.331112794,0.785526568
1.264872521,0.650434782,0.331112794,0.936008374
